Date,T,R,LEta,agr,sig_agr,bgr,sig_bgr,Mc,sig_Mc
2006-08-12 00:12:42,205.89923262187207,5.193800419121265,1069.399520688226,4.456832486904622,0.06794876456417458,0.9841983006554469,0.03902179304120701,1.6,0.017058722109231997
2006-08-14 21:40:25,81270.9508269151,0.3759230013789513,30551.619759775087,4.456832486904622,0.06794876456417458,0.9841983006554469,0.03902179304120701,1.6,0.017058722109231997
2006-08-15 07:03:02,38703.16329277974,0.27400211626634774,10604.748648423676,4.456832486904622,0.06794876456417458,0.9841983006554469,0.03902179304120701,1.6,0.017058722109231997
2006-08-15 07:04:41,6.5915142392851855,3.1544093939404263,20.792334436693274,4.456832486904622,0.06794876456417458,0.9841983006554469,0.03902179304120701,1.6,0.017058722109231997
2006-08-15 15:17:14,1974.258386093781,8.991433751942338,17751.41348777883,4.456832486904622,0.06794876456417458,0.9841983006554469,0.03902179304120701,1.6,0.017058722109231997
2006-08-15 15:55:41,2127.8606421546992,2.9441339858245783,6264.706833666161,4.456832486904622,0.06794876456417458,0.9841983006554469,0.03902179304120701,1.6,0.017058722109231997
2006-08-16 20:12:28,8906.267613456788,2.6774950627772016,23846.487562803042,4.456832486904622,0.06794876456417458,0.9841983006554469,0.03902179304120701,1.6,0.017058722109231997
2006-08-19 07:33:30,23132.086960872457,1.075353606831402,24875.173146911842,4.456832486904622,0.06794876456417458,0.9841983006554469,0.03902179304120701,1.6,0.017058722109231997
2006-08-22 21:27:19,12405.955413673733,2.3465149973377626,29110.76043448902,4.456832486904622,0.06794876456417458,0.9841983006554469,0.03902179304120701,1.6,0.017058722109231997
2006-08-23 04:41:20,2966.9324429984745,9.687627301134095,28742.535735412497,4.456832486904622,0.06794876456417458,0.9841983006554469,0.03902179304120701,1.6,0.017058722109231997
2006-08-30 06:25:17,37964.88185017366,1.6661327591175235,63254.53334660063,4.456832486904622,0.06794876456417458,0.9841983006554469,0.03902179304120701,1.6,0.017058722109231997
2006-09-01 15:12:39,224196.0130281433,0.06732568788502882,15094.150798200631,4.456832486904622,0.06794876456417458,0.9841983006554469,0.03902179304120701,1.6,0.017058722109231997
2006-09-01 17:05:46,130.32503468748388,1.037478928825782,135.20947738675366,4.456832486904622,0.06794876456417458,0.9841983006554469,0.03902179304120701,1.6,0.017058722109231997
2006-09-01 17:22:37,149.73841468881676,0.18978127679978266,28.417547525618975,4.456832486904622,0.06794876456417458,0.9841983006554469,0.03902179304120701,1.6,0.017058722109231997
2006-09-01 21:19:54,423.1195136789019,1.4329297085458195,606.3005214159577,4.456832486904622,0.06794876456417458,0.9841983006554469,0.03902179304120701,1.6,0.017058722109231997
2006-09-02 03:47:56,1526.4067746661638,0.0037545709115020458,5.731002475281236,4.456832486904622,0.06794876456417458,0.9841983006554469,0.03902179304120701,1.6,0.017058722109231997
2006-09-02 10:04:59,3009.608409546012,0.058752113640471504,176.820855290966,4.456832486904622,0.06794876456417458,0.9841983006554469,0.03902179304120701,1.6,0.017058722109231997
2006-09-02 10:07:31,5.11085533160127,0.3200752083168221,1.6358580849394175,4.456832486904622,0.06794876456417458,0.9841983006554469,0.03902179304120701,1.6,0.017058722109231997
2006-09-02 10:11:01,12.171905460787237,0.09246489778584971,1.1254739942907177,4.456832486904622,0.06794876456417458,0.9841983006554469,0.03902179304120701,1.6,0.017058722109231997
2006-09-02 12:45:41,1489.7416886878407,0.011319710816713263,16.863445107548433,4.456832486904622,0.06794876456417458,0.9841983006554469,0.03902179304120701,1.6,0.017058722109231997
2006-09-02 13:15:34,384.49099155829293,0.16803521208594369,64.60802531163253,4.456832486904622,0.06794876456417458,0.9841983006554469,0.03902179304120701,1.6,0.017058722109231997
2006-09-02 20:43:22,2040.0946898927878,0.8148958059609539,1662.4646065568456,4.456832486904622,0.06794876456417458,0.9841983006554469,0.03902179304120701,1.6,0.017058722109231997
2006-09-03 06:33:36,2720.119852471623,0.1218605733757748,331.47536487301994,4.456832486904622,0.06794876456417458,0.9841983006554469,0.03902179304120701,1.6,0.017058722109231997
2006-09-03 09:26:06,958.4960992603158,0.11078073176224526,106.18289926731545,4.456832486904622,0.06794876456417458,0.9841983006554469,0.03902179304120701,1.6,0.017058722109231997
2006-09-03 09:38:26,38.83575205848317,24.5114640798958,951.9211415972496,4.456832486904622,0.06794876456417458,0.9841983006554469,0.03902179304120701,1.6,0.017058722109231997
2006-09-03 11:04:07,308.63926737289125,2.9963923492526057,924.8043394350607,4.456832486904622,0.06794876456417458,0.9841983006554469,0.03902179304120701,1.6,0.017058722109231997
2006-09-05 06:43:48,6050.004177685407,2.3439983018809682,14181.199518867357,4.456832486904622,0.06794876456417458,0.9841983006554469,0.03902179304120701,1.6,0.017058722109231997
2006-09-06 12:47:43,8128.349562892394,2.8150666040091012,22881.845400210354,4.456832486904622,0.06794876456417458,0.9841983006554469,0.03902179304120701,1.6,0.017058722109231997
2006-09-10 14:02:24,14850.65963633118,0.2361371063258278,3506.791793553015,4.456832486904622,0.06794876456417458,0.9841983006554469,0.03902179304120701,1.6,0.017058722109231997
2006-09-13 09:47:39,19534.35358591091,2.0684280905401957,40405.40568764273,4.456832486904622,0.06794876456417458,0.9841983006554469,0.03902179304120701,1.6,0.017058722109231997
2006-09-26 22:34:35,41985.82194559283,0.4336761040478438,18208.247686611157,4.456832486904622,0.06794876456417458,0.9841983006554469,0.03902179304120701,1.6,0.017058722109231997
2006-09-27 22:34:20,2649.0389110607503,0.982779814791934,2603.4219703889107,4.456832486904622,0.06794876456417458,0.9841983006554469,0.03902179304120701,1.6,0.017058722109231997
